»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Version:			4.6.11
»»»  Vision Version:		4.6.5 (R)
»»»  Vision Compiled:		7 December 2011
»»»  Driver Version:		4.6.17
»»»  Tester Name:		PPM21211-813
»»»  Tester S/N:		PPM21211-813                    
»»»  Internal Amp Type:		No Internal Amp
»»»  Internal Amp S/N:		100000
»»»  Execution Count:		0
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:				1/16/2024 - 11:22:53
Configured:			01/16/24 11:09:13 AM
Executed:			01/16/24 11:22:25 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:			
Lot Name:			
Wafer Name:			
Die Row/Column:			0/0
Capacitor Number:		0
Sample Area (cm2):		1.03e+000
Sample Thickness (µm):		1.15e+003

Mux Loop Adjustment:		Disabled

Amplifier:			High Voltage (HVA)
HVI Channel/Port:		1/1
Drive Gain Factor:			1000.00r
Drive Voltage Limit:			4000.00r

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:			PPM21211-813
Tester Serial Number:		PPM21211-813                    
Return Signal Amp. Level:	0.00019

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:			Hyst-2
Volts:				2300.00
Field:				20.00 (kV/cm)
Hysteresis Period (ms):		1.00e+002
Preset:				Enabled
Preset Delay (ms):		1.00e+002
Profile:			Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:				1017

Valid Data

Point		Time (ms)	Field (kV/cm)	Measured Polarization
 433		4.2651e+001	6.2501		9.9712		3.5310e-002
 434		4.2749e+001	6.1519		9.9474		3.5105e-002
 435		4.2847e+001	6.0843		9.9181		3.4868e-002
 436		4.2946e+001	6.0120		9.8879		3.4506e-002
 437		4.3044e+001	5.9423		9.8535		3.3872e-002
 438		4.3143e+001	5.8368		9.8316		3.4090e-002
 439		4.3242e+001	5.7818		9.8019		3.3958e-002
 440		4.3340e+001	5.6942		9.7675		3.3552e-002
 441		4.3438e+001	5.6152		9.7346		3.3212e-002
 442		4.3537e+001	5.5243		9.7049		3.3007e-002
 443		4.3636e+001	5.4474		9.6689		3.2710e-002
 444		4.3734e+001	5.3824		9.6400		3.2262e-002
 445		4.3833e+001	5.3067		9.5969		3.2161e-002
 446		4.3931e+001	5.2112		9.5731		3.1856e-002
 447		4.4029e+001	5.1276		9.5328		3.1598e-002
 448		4.4128e+001	5.0507		9.5023		3.1283e-002
 449		4.4227e+001	4.9996		9.4655		3.0938e-002
 450		4.4325e+001	4.9001		9.4303		3.0644e-002
 451		4.4423e+001	4.8171		9.3959		3.0271e-002
 452		4.4522e+001	4.7461		9.3493		3.0099e-002
 453		4.4621e+001	4.6672		9.3161		2.9773e-002
 454		4.4719e+001	4.5790		9.2742		2.9414e-002
 455		4.4818e+001	4.5033		9.2398		2.9099e-002
 456		4.4916e+001	4.4390		9.1866		2.8733e-002
 457		4.5014e+001	4.3434		9.1502		2.8762e-002
 458		4.5113e+001	4.2784		9.1061		2.8188e-002
 459		4.5212e+001	4.1882		9.0619		2.7794e-002
 460		4.5310e+001	4.1199		9.0165		2.7467e-002
 461		4.5408e+001	4.0383		8.9711		2.7123e-002
 462		4.5507e+001	3.9560		8.9293		2.6765e-002
 463		4.5605e+001	3.8737		8.8796		2.6363e-002
 464		4.5704e+001	3.7974		8.8381		2.6227e-002
 465		4.5803e+001	3.7291		8.7834		2.5847e-002
 466		4.5901e+001	3.6455		8.7360		2.5366e-002
 467		4.5999e+001	3.5633		8.6832		2.5054e-002
 468		4.6098e+001	3.4856		8.6304		2.4595e-002
 469		4.6197e+001	3.3967		8.5725		2.4197e-002
 470		4.6295e+001	3.3244		8.5201		2.3839e-002
 471		4.6394e+001	3.2554		8.4583		2.3473e-002
 472		4.6492e+001	3.1765		8.4094		2.3032e-002
 473		4.6590e+001	3.0922		8.3480		2.2741e-002
 474		4.6689e+001	3.0212		8.2917		2.2228e-002
 475		4.6788e+001	2.9297		8.2287		2.1870e-002
 476		4.6886e+001	2.8514		8.1650		2.1422e-002
 477		4.6984e+001	2.7744		8.0997		2.1110e-002
 478		4.7083e+001	2.6995		8.0347		2.0540e-002
 479		4.7182e+001	2.6491		7.9675		1.9830e-002
 480		4.7280e+001	2.5310		7.9014		1.9700e-002
 481		4.7379e+001	2.4799		7.8263		1.9116e-002
 482		4.7477e+001	2.3877		7.7535		1.8829e-002
 483		4.7575e+001	2.2955		7.6729		1.8302e-002
 484		4.7674e+001	2.2258		7.5959		1.7979e-002
 485		4.7773e+001	2.1475		7.5208		1.7395e-002
 486		4.7871e+001	2.0706		7.4332		1.6929e-002
 487		4.7969e+001	2.0022		7.3514		1.6491e-002
 488		4.8068e+001	1.9027		7.2630		1.6021e-002
 489		4.8166e+001	1.8364		7.1691		1.5501e-002
 490		4.8265e+001	1.7501		7.0815		1.5050e-002
 491		4.8364e+001	1.6844		6.9896		1.4576e-002
 492		4.8462e+001	1.6008		6.8848		1.3884e-002
 493		4.8560e+001	1.5239		6.7811		1.3458e-002
 494		4.8659e+001	1.4430		6.6751		1.2991e-002
 495		4.8758e+001	1.3607		6.5687		1.2418e-002
 496		4.8856e+001	1.2904		6.4573		1.1901e-002
 497		4.8955e+001	1.2101		6.3392		1.1435e-002
 498		4.9053e+001	1.1165		6.2214		1.0861e-002
 499		4.9151e+001	1.0542		6.0986		1.0202e-002
 500		4.9250e+001	0.9746		5.9687		9.7211e-003
 501		4.9349e+001	0.9208		5.8318		9.0829e-003
 502		4.9447e+001	0.8054		5.6996		8.6239e-003
 503		4.9545e+001	0.7371		5.5530		8.1326e-003
 504		4.9644e+001	0.6482		5.4032		7.5266e-003
 505		4.9743e+001	0.5818		5.2428		6.9816e-003
 506		4.9841e+001	0.4949		5.0809		6.3039e-003
 507		4.9940e+001	0.4233		4.9138		5.8413e-003
 508		5.0038e+001	0.3456		4.7343		5.2711e-003
 509		5.0136e+001	0.2727		4.5509		4.6114e-003
 510		5.0235e+001	0.1798		4.3580		4.0807e-003
 511		5.0334e+001	0.1068		4.1609		3.5822e-003
 512		5.0432e+001	0.0299		3.9520		2.9942e-003
 513		5.0531e+001	-0.0312		3.7361		2.3882e-003
 514		5.0629e+001	-0.1261		3.5167		1.7284e-003
 515		5.0727e+001	-0.2030		3.2898		1.1582e-003
 516		5.0826e+001	-0.2793		3.0575		3.4424e-004
 517		5.0925e+001	-0.3596		2.8353		2.5101e-004
 518		5.1023e+001	-0.4491		2.6108		-3.4065e-004
 519		5.1121e+001	-0.5327		2.3887		-8.0681e-004
 520		5.1220e+001	-0.6170		2.1775		-1.3411e-003
 521		5.1319e+001	-0.6721		1.9639		-1.8503e-003
 522		5.1417e+001	-0.7424		1.7304		-2.2734e-003
 523		5.1516e+001	-0.8207		1.4824		-2.7073e-003
 524		5.1614e+001	-0.9182		1.2157		-2.5674e-003
 525		5.1712e+001	-0.9812		0.9250		-3.5069e-003
 526		5.1811e+001	-1.0694		0.6168		-3.7938e-003
 527		5.1910e+001	-1.1418		0.2836		-4.0950e-003
 528		5.2008e+001	-1.2313		-0.0512		-4.3783e-003
 529		5.2106e+001	-1.3016		-0.3904		-4.6723e-003
 530		5.2205e+001	-1.3813		-0.7193		-4.8122e-003
 531		5.2304e+001	-1.4556		-1.0303		-4.9735e-003
 532		5.2402e+001	-1.5518		-1.3209		-5.0094e-003
 533		5.2501e+001	-1.6214		-1.6021		-5.1636e-003
 534		5.2599e+001	-1.7017		-1.8704		-5.0990e-003
 535		5.2697e+001	-1.7786		-2.1250		-5.0811e-003
 536		5.2796e+001	-1.8490		-2.3707		-5.0166e-003
 537		5.2895e+001	-1.9319		-2.6003		-4.9305e-003
 538		5.2993e+001	-2.0082		-2.8232		-4.9341e-003
 539		5.3092e+001	-2.0991		-3.0309		-4.6831e-003
 540		5.3190e+001	-2.1687		-3.2343		-4.7548e-003
 541		5.3288e+001	-2.2411		-3.4295		-4.3568e-003
 542		5.3387e+001	-2.3379		-3.6110		-4.1344e-003
 543		5.3486e+001	-2.4016		-3.7866		-3.9050e-003
 544		5.3584e+001	-2.4878		-3.9638		-3.6468e-003
 545		5.3682e+001	-2.5562		-4.1234		-3.4280e-003
 546		5.3781e+001	-2.6451		-4.2853		-3.0981e-003
 547		5.3880e+001	-2.7154		-4.4425		-2.8938e-003
 548		5.3978e+001	-2.7784		-4.5833		-2.9906e-003
 549		5.4077e+001	-2.8693		-4.7273		-2.2268e-003
 550		5.4175e+001	-2.9529		-4.8661		-1.7606e-003
 551		5.4273e+001	-3.0299		-5.0011		-1.4845e-003
 552		5.4372e+001	-3.1135		-5.1274		-1.1152e-003
 553		5.4471e+001	-3.1898		-5.2530		-8.3908e-004
 554		5.4569e+001	-3.2647		-5.3734		-4.3388e-004
 555		5.4667e+001	-3.3357		-5.4865		-1.2192e-004
 556		5.4766e+001	-3.3934		-5.5972		2.8687e-005
 557		5.4865e+001	-3.5075		-5.7114		7.1358e-004
 558		5.4963e+001	-3.5852		-5.8162		1.1833e-003
 559		5.5062e+001	-3.6601		-5.9238		1.5849e-003
 560		5.5160e+001	-3.7417		-6.0208		1.9399e-003
 561		5.5258e+001	-3.8054		-6.1213		2.2519e-003
 562		5.5357e+001	-3.9003		-6.2124		2.7001e-003
 563		5.5456e+001	-3.9699		-6.3102		3.1268e-003
 564		5.5554e+001	-4.0456		-6.3955		3.6611e-003
 565		5.5653e+001	-4.1292		-6.4901		3.9157e-003
 566		5.5751e+001	-4.2061		-6.5641		4.4823e-003
 567		5.5849e+001	-4.2957		-6.6501		4.7225e-003
 568		5.5948e+001	-4.3673		-6.7346		5.1277e-003
 569		5.6047e+001	-4.4370		-6.8214		5.7122e-003
 570		5.6145e+001	-4.5206		-6.8985		6.0242e-003
 571		5.6243e+001	-4.5922		-6.9658		6.4150e-003
 572		5.6342e+001	-4.6599		-7.0389		6.0995e-003
 573		5.6441e+001	-4.7415		-7.1206		7.2505e-003
 574		5.6539e+001	-4.8377		-7.1891		7.6880e-003
 575		5.6638e+001	-4.9127		-7.2525		8.1326e-003
 576		5.6736e+001	-4.9936		-7.3225		8.4303e-003
 577		5.6834e+001	-5.0606		-7.3897		8.9430e-003
 578		5.6933e+001	-5.1522		-7.4519		9.1797e-003
 579		5.7032e+001	-5.2304		-7.5243		9.7032e-003
 580		5.7130e+001	-5.3094		-7.5837		1.0377e-002
 581		5.7228e+001	-5.3777		-7.6452		1.0503e-002
 582		5.7327e+001	-5.4779		-7.7070		1.0955e-002
 583		5.7426e+001	-5.5555		-7.7680		1.1378e-002
 584		5.7524e+001	-5.6278		-7.8282		1.1722e-002
 585		5.7623e+001	-5.6988		-7.8830		1.2138e-002
 586		5.7721e+001	-5.7871		-7.9389		1.2367e-002
 587		5.7819e+001	-5.8713		-7.9948		1.2873e-002
 588		5.7918e+001	-5.9383		-8.0508		1.3060e-002
 589		5.8017e+001	-6.0239		-8.1063		1.3680e-002
 590		5.8115e+001	-6.1035		-8.1552		1.4071e-002
 591		5.8214e+001	-6.1752		-8.2076		1.4497e-002
 592		5.8312e+001	-6.2667		-8.2585		1.4817e-002
 593		5.8410e+001	-6.3185		-8.3074		1.5290e-002
 594		5.8509e+001	-6.4286		-8.3562		1.5562e-002
 595		5.8608e+001	-6.4903		-8.4004		1.5935e-002
 596		5.8706e+001	-6.5792		-8.4482		1.6839e-002
 597		5.8804e+001	-6.6528		-8.4986		1.6685e-002
 598		5.8903e+001	-6.7318		-8.5412		1.7076e-002
 599		5.9002e+001	-6.8021		-8.5890		1.7459e-002
 600		5.9100e+001	-6.8797		-8.6308		1.7832e-002
 601		5.9199e+001	-6.9600		-8.6750		1.8162e-002
 602		5.9297e+001	-7.0389		-8.7223		1.8503e-002
 603		5.9395e+001	-7.1159		-8.7607		1.8693e-002
 604		5.9494e+001	-7.1949		-8.8021		1.9492e-002
 605		5.9593e+001	-7.2711		-8.8456		1.9525e-002
 606		5.9691e+001	-7.3527		-8.8909		1.9901e-002
 607		5.9789e+001	-7.4423		-8.9281		2.0263e-002
 608		5.9888e+001	-7.5153		-8.9641		2.0640e-002
 609		5.9986e+001	-7.5783		-9.0020		2.0895e-002
 610		6.0085e+001	-7.6765		-9.0458		2.1106e-002
 611		6.0184e+001	-7.7422		-9.0877		2.1465e-002
 612		6.0282e+001	-7.8351		-9.1209		2.1859e-002
 613		6.0380e+001	-7.9054		-9.1565		2.2200e-002
 614		6.0479e+001	-7.9857		-9.1890		2.2515e-002
 615		6.0578e+001	-8.0573		-9.2281		2.2924e-002
 616		6.0676e+001	-8.1422		-9.2660		2.3243e-002
 617		6.0775e+001	-8.2198		-9.3012		2.3494e-002
 618		6.0873e+001	-8.2968		-9.3329		2.3882e-002
 619		6.0971e+001	-8.3718		-9.3665		2.4021e-002
 620		6.1070e+001	-8.4467		-9.4025		2.4746e-002
 621		6.1169e+001	-8.5290		-9.4385		2.4656e-002
 622		6.1267e+001	-8.6179		-9.4725		2.5029e-002
 623		6.1365e+001	-8.6809		-9.5031		2.5294e-002
 624		6.1464e+001	-8.7771		-9.5312		2.5674e-002
 625		6.1563e+001	-8.8388		-9.5641		2.5925e-002
 626		6.1661e+001	-8.9324		-9.6012		2.6083e-002
 627		6.1760e+001	-8.9954		-9.6349		2.6553e-002
 628		6.1858e+001	-9.0564		-9.6634		2.6141e-002
 629		6.1956e+001	-9.1606		-9.6881		2.7055e-002
 630		6.2055e+001	-9.2342		-9.7283		2.7331e-002
 631		6.2154e+001	-9.3171		-9.7499		2.7636e-002
 632		6.2252e+001	-9.3961		-9.7808		2.7898e-002
 633		6.2350e+001	-9.4697		-9.8128		2.8145e-002
 634		6.2449e+001	-9.5593		-9.8394		2.8253e-002
 635		6.2547e+001	-9.6409		-9.8746		2.8694e-002
 636		6.2646e+001	-9.7318		-9.9040		2.9658e-002
 637		6.2745e+001	-9.7762		-9.9274		2.9206e-002
 638		6.2843e+001	-9.8685		-9.9548		2.9587e-002
 639		6.2941e+001	-9.9428		-9.9826		2.9823e-002
 640		6.3040e+001	-10.0224		-10.0092		2.9999e-002
 641		6.3139e+001	-10.0947		-10.0405		3.0282e-002
 642		6.3237e+001	-10.1610		-10.0647		3.0497e-002
 643		6.3336e+001	-10.2393		-10.0933		3.0763e-002
 644		6.3434e+001	-10.3096		-10.1199		3.0687e-002
 645		6.3532e+001	-10.4052		-10.1465		3.1383e-002
 646		6.3631e+001	-10.4914		-10.1699		3.1659e-002
 647		6.3730e+001	-10.5664		-10.1918		3.1889e-002
 648		6.3828e+001	-10.6526		-10.2243		3.2097e-002
 649		6.3926e+001	-10.7276		-10.2407		3.2344e-002
 650		6.4025e+001	-10.8032		-10.2681		3.2520e-002
 651		6.4124e+001	-10.8662		-10.2971		3.2728e-002
 652		6.4222e+001	-10.9452		-10.3170		3.3011e-002
 653		6.4320e+001	-11.0361		-10.3467		3.3262e-002
 654		6.4419e+001	-11.1203		-10.3671		3.3631e-002
 655		6.4517e+001	-11.1986		-10.3964		3.3786e-002
 656		6.4616e+001	-11.2743		-10.4171		3.4054e-002
 657		6.4715e+001	-11.3439		-10.4410		3.4359e-002
 658		6.4813e+001	-11.4209		-10.4629		3.4485e-002
 659		6.4912e+001	-11.4779		-10.4899		3.4133e-002
 660		6.5010e+001	-11.5708		-10.5094		3.4987e-002
 661		6.5109e+001	-11.6604		-10.5337		3.5127e-002
 662		6.5207e+001	-11.7532		-10.5536		3.5388e-002
 663		6.5305e+001	-11.8335		-10.5759		3.5690e-002
 664		6.5404e+001	-11.9038		-10.6002		3.5837e-002
 665		6.5502e+001	-11.9662		-10.6205		3.5976e-002
 666		6.5601e+001	-12.0611		-10.6417		3.6184e-002
 667		6.5700e+001	-12.1341		-10.6663		3.6410e-002
 668		6.5798e+001	-12.2090		-10.6859		3.6730e-002
 669		6.5897e+001	-12.2926		-10.7078		3.6988e-002
 670		6.5995e+001	-12.3848		-10.7289		3.7185e-002
 671		6.6094e+001	-12.4545		-10.7500		3.7303e-002
 672		6.6192e+001	-12.5321		-10.7696		3.7622e-002
 673		6.6290e+001	-12.5931		-10.7938		3.7647e-002
 674		6.6389e+001	-12.6834		-10.8165		3.7651e-002
 675		6.6487e+001	-12.7510		-10.8349		3.8164e-002
 676		6.6586e+001	-12.8472		-10.8533		3.8426e-002
 677		6.6685e+001	-12.9096		-10.8709		3.8634e-002
 678		6.6783e+001	-13.0025		-10.8951		3.8834e-002
 679		6.6882e+001	-13.0715		-10.9092		3.8974e-002
 680		6.6980e+001	-13.1491		-10.9299		3.9121e-002
 681		6.7079e+001	-13.2267		-10.9534		3.9444e-002
 682		6.7177e+001	-13.3077		-10.9698		3.9699e-002
 683		6.7275e+001	-13.3946		-10.9925		3.9792e-002
 684		6.7374e+001	-13.4596		-11.0097		4.0050e-002
 685		6.7472e+001	-13.5458		-11.0269		4.0244e-002
 686		6.7571e+001	-13.6327		-11.0484		4.0434e-002
 687		6.7669e+001	-13.7097		-11.0672		4.0627e-002
 688		6.7768e+001	-13.7873		-11.0813		4.0789e-002
 689		6.7867e+001	-13.8510		-11.0997		4.0932e-002
 690		6.7965e+001	-13.9419		-11.1192		4.0434e-002
 691		6.8064e+001	-14.0228		-11.1368		4.1298e-002
 692		6.8162e+001	-14.0945		-11.1580		4.1556e-002
 693		6.8260e+001	-14.1741		-11.1756		4.1721e-002
 694		6.8359e+001	-14.2650		-11.1932		4.1976e-002
 695		6.8457e+001	-14.3207		-11.2143		4.2191e-002
 696		6.8556e+001	-14.4056		-11.2272		4.2184e-002
 697		6.8654e+001	-14.4706		-11.2436		4.2442e-002
 698		6.8753e+001	-14.5595		-11.2612		4.2833e-002
 699		6.8852e+001	-14.6385		-11.2784		4.2790e-002
 700		6.8950e+001	-14.7254		-11.3015		4.2954e-002
 701		6.9049e+001	-14.8010		-11.3175		4.3145e-002
 702		6.9147e+001	-14.8879		-11.3297		4.3331e-002
 703		6.9246e+001	-14.9549		-11.3480		4.3517e-002
 704		6.9344e+001	-15.0379		-11.3660		4.3682e-002
 705		6.9442e+001	-15.0996		-11.3813		4.3711e-002
 706		6.9541e+001	-15.2051		-11.3969		4.4009e-002
 707		6.9639e+001	-15.2641		-11.4126		4.4206e-002
 708		6.9738e+001	-15.3537		-11.4263		4.4292e-002
 709		6.9837e+001	-15.4353		-11.4486		4.4647e-002
 710		6.9935e+001	-15.5096		-11.4634		4.4712e-002
 711		7.0034e+001	-15.5872		-11.4849		4.4801e-002
 712		7.0132e+001	-15.6582		-11.4943		4.4934e-002
 713		7.0231e+001	-15.7185		-11.5096		4.4765e-002
 714		7.0329e+001	-15.8214		-11.5295		4.5332e-002
 715		7.0427e+001	-15.8937		-11.5432		4.5569e-002
 716		7.0526e+001	-15.9726		-11.5628		4.5708e-002
 717		7.0624e+001	-16.0576		-11.5769		4.5877e-002
 718		7.0723e+001	-16.1418		-11.5882		4.6028e-002
 719		7.0822e+001	-16.2135		-11.6113		4.6099e-002
 720		7.0920e+001	-16.2898		-11.6230		4.6207e-002
 721		7.1019e+001	-16.3534		-11.6410		4.6339e-002
 722		7.1117e+001	-16.4656		-11.6524		4.6641e-002
 723		7.1216e+001	-16.5392		-11.6660		4.6838e-002
 724		7.1314e+001	-16.6082		-11.6797		4.7017e-002
 725		7.1412e+001	-16.6759		-11.6969		4.7103e-002
 726		7.1511e+001	-16.7687		-11.7134		4.7304e-002
 727		7.1609e+001	-16.8450		-11.7274		4.7383e-002
 728		7.1708e+001	-16.9300		-11.7415		4.8222e-002
 729		7.1807e+001	-16.9943		-11.7603		4.7785e-002
 730		7.1905e+001	-17.0892		-11.7658		4.7957e-002
 731		7.2004e+001	-17.1622		-11.7826		4.8089e-002
 732		7.2102e+001	-17.2398		-11.7959		4.8208e-002
 733		7.2201e+001	-17.3234		-11.8135		4.8351e-002
 734		7.2299e+001	-17.3970		-11.8248		4.8426e-002
 735		7.2397e+001	-17.4786		-11.8413		4.8423e-002
 736		7.2496e+001	-17.5556		-11.8561		4.8789e-002
 737		7.2594e+001	-17.6193		-11.8702		4.8979e-002
 738		7.2693e+001	-17.7128		-11.8792		4.9158e-002
 739		7.2791e+001	-17.7931		-11.9023		4.9255e-002
 740		7.2890e+001	-17.8753		-11.9101		4.9391e-002
 741		7.2989e+001	-17.9410		-11.9230		4.9520e-002
 742		7.3087e+001	-18.0239		-11.9363		4.9760e-002
 743		7.3186e+001	-18.1115		-11.9500		4.9868e-002
 744		7.3284e+001	-18.1865		-11.9664		5.0022e-002
 745		7.3382e+001	-18.2694		-11.9817		5.0072e-002
 746		7.3481e+001	-18.3464		-11.9895		5.0298e-002
 747		7.3579e+001	-18.4193		-11.9989		5.0388e-002
 748		7.3678e+001	-18.5003		-12.0173		5.0603e-002
 749		7.3776e+001	-18.5713		-12.0345		5.0668e-002
 750		7.3875e+001	-18.6489		-12.0466		5.0764e-002
 751		7.3974e+001	-18.7285		-12.0603		5.0951e-002
 752		7.4072e+001	-18.8247		-12.0685		5.1166e-002
 753		7.4171e+001	-18.8811		-12.0865		5.1270e-002
 754		7.4269e+001	-18.9726		-12.0998		5.1356e-002
 755		7.4368e+001	-19.0397		-12.1108		5.1302e-002
 756		7.4466e+001	-19.1213		-12.1241		5.1625e-002
 757		7.4564e+001	-19.1830		-12.1378		5.1485e-002
 758		7.4663e+001	-19.2984		-12.1464		5.1822e-002
 759		7.4761e+001	-19.3594		-12.1608		5.2062e-002
 760		7.4860e+001	-19.4377		-12.1737		5.2156e-002
 761		7.4959e+001	-19.5107		-12.1839		5.2313e-002
 762		7.5057e+001	-19.5976		-12.1976		5.2335e-002
 763		7.5156e+001	-19.6553		-12.2101		5.2468e-002
 764		7.5254e+001	-19.7130		-12.2175		5.2930e-002
 765		7.5353e+001	-19.7084		-12.2234		5.2755e-002
 766		7.5451e+001	-19.7064		-12.2305		5.2941e-002
 767		7.5549e+001	-19.6832		-12.2277		5.3016e-002
 768		7.5648e+001	-19.6553		-12.2293		5.3131e-002
 769		7.5746e+001	-19.6122		-12.2261		5.3142e-002
 770		7.5845e+001	-19.5790		-12.2234		5.3296e-002
 771		7.5944e+001	-19.5074		-12.2246		5.3317e-002
 772		7.6042e+001	-19.4676		-12.2250		5.3457e-002
 773		7.6141e+001	-19.3999		-12.2195		5.3508e-002
 774		7.6239e+001	-19.3408		-12.2191		5.3658e-002
 775		7.6338e+001	-19.2785		-12.2160		5.3586e-002
 776		7.6436e+001	-19.2082		-12.2082		5.3565e-002
 777		7.6534e+001	-19.1226		-12.2078		5.3687e-002
 778		7.6633e+001	-19.0695		-12.1960		5.3733e-002
 779		7.6731e+001	-18.9826		-12.1964		5.3447e-002
 780		7.6830e+001	-18.9262		-12.1882		5.3698e-002
 781		7.6929e+001	-18.8320		-12.1851		5.3705e-002
 782		7.7027e+001	-18.7736		-12.1702		5.3784e-002
 783		7.7126e+001	-18.7006		-12.1687		5.3802e-002
 784		7.7224e+001	-18.6250		-12.1628		5.3726e-002
 785		7.7323e+001	-18.5328		-12.1569		5.3572e-002
 786		7.7421e+001	-18.4618		-12.1518		5.3644e-002
 787		7.7519e+001	-18.3683		-12.1440		5.3343e-002
 788		7.7618e+001	-18.3013		-12.1405		5.3669e-002
 789		7.7716e+001	-18.2303		-12.1291		5.3647e-002
 790		7.7815e+001	-18.1500		-12.1241		5.3662e-002
 791		7.7913e+001	-18.0704		-12.1147		5.3565e-002
 792		7.8012e+001	-17.9974		-12.1104		5.3551e-002
 793		7.8111e+001	-17.9025		-12.1045		5.3386e-002
 794		7.8209e+001	-17.8408		-12.0975		5.3425e-002
 795		7.8308e+001	-17.7732		-12.0893		5.3364e-002
 796		7.8406e+001	-17.6909		-12.0791		5.3375e-002
 797		7.8504e+001	-17.6060		-12.0716		5.3239e-002
 798		7.8603e+001	-17.5323		-12.0677		5.3196e-002
 799		7.8701e+001	-17.4580		-12.0603		5.3106e-002
 800		7.8800e+001	-17.3778		-12.0494		5.3120e-002
 801		7.8898e+001	-17.2829		-12.0443		5.2952e-002
 802		7.8997e+001	-17.1814		-12.0361		5.2278e-002
 803		7.9096e+001	-17.1369		-12.0290		5.2755e-002
 804		7.9194e+001	-17.0706		-12.0169		5.2582e-002
 805		7.9293e+001	-16.9784		-12.0138		5.2633e-002
 806		7.9391e+001	-16.9120		-12.0028		5.2525e-002
 807		7.9490e+001	-16.8251		-11.9946		5.2446e-002
 808		7.9588e+001	-16.7502		-11.9868		5.2296e-002
 809		7.9686e+001	-16.6513		-11.9805		5.2213e-002
 810		7.9785e+001	-16.5850		-11.9664		5.2174e-002
 811		7.9883e+001	-16.5093		-11.9551		5.2088e-002
 812		7.9982e+001	-16.4277		-11.9500		5.1991e-002
 813		8.0081e+001	-16.3468		-11.9449		5.1941e-002
 814		8.0179e+001	-16.2698		-11.9297		5.1808e-002
 815		8.0278e+001	-16.1909		-11.9242		5.1740e-002
 816		8.0376e+001	-16.1120		-11.9093		5.1492e-002
 817		8.0475e+001	-16.0430		-11.9082		5.1772e-002
 818		8.0573e+001	-15.9614		-11.8960		5.1406e-002
 819		8.0671e+001	-15.8711		-11.8855		5.1331e-002
 820		8.0770e+001	-15.8008		-11.8745		5.1220e-002
 821		8.0868e+001	-15.7099		-11.8651		5.1066e-002
 822		8.0967e+001	-15.6363		-11.8581		5.0865e-002
 823		8.1066e+001	-15.5593		-11.8460		5.0714e-002
 824		8.1164e+001	-15.4784		-11.8432		5.0560e-002
 825		8.1263e+001	-15.4054		-11.8319		5.0628e-002
 826		8.1361e+001	-15.3258		-11.8217		5.0478e-002
 827		8.1460e+001	-15.2508		-11.8112		5.0413e-002
 828		8.1558e+001	-15.1679		-11.8006		5.0348e-002
 829		8.1656e+001	-15.0883		-11.7853		5.0219e-002
 830		8.1755e+001	-15.0146		-11.7795		5.0004e-002
 831		8.1853e+001	-14.9277		-11.7693		4.9814e-002
 832		8.1952e+001	-14.8488		-11.7627		4.9782e-002
 833		8.2051e+001	-14.7685		-11.7470		4.9667e-002
 834		8.2149e+001	-14.6982		-11.7396		4.9595e-002
 835		8.2248e+001	-14.6192		-11.7353		4.9470e-002
 836		8.2346e+001	-14.5436		-11.7188		4.9319e-002
 837		8.2445e+001	-14.4600		-11.7118		4.9344e-002
 838		8.2543e+001	-14.3851		-11.6977		4.8957e-002
 839		8.2641e+001	-14.2962		-11.6876		4.8989e-002
 840		8.2740e+001	-14.2172		-11.6789		4.8828e-002
 841		8.2838e+001	-14.1449		-11.6668		4.8692e-002
 842		8.2937e+001	-14.0839		-11.6590		4.8552e-002
 843		8.3035e+001	-13.9963		-11.6426		4.8520e-002
 844		8.3134e+001	-13.9067		-11.6340		4.8394e-002
 845		8.3233e+001	-13.8324		-11.6234		4.8122e-002
 846		8.3331e+001	-13.7694		-11.6074		4.8147e-002
 847		8.3430e+001	-13.6772		-11.6015		4.7971e-002
 848		8.3528e+001	-13.6069		-11.5890		4.7942e-002
 849		8.3626e+001	-13.5193		-11.5792		4.7727e-002
 850		8.3725e+001	-13.4536		-11.5667		4.7551e-002
 851		8.3823e+001	-13.3654		-11.5577		4.7404e-002
 852		8.3922e+001	-13.2884		-11.5397		4.7207e-002
 853		8.4020e+001	-13.1995		-11.5327		4.7265e-002
 854		8.4119e+001	-13.1186		-11.5194		4.7032e-002
 855		8.4218e+001	-13.0562		-11.5096		4.7057e-002
 856		8.4316e+001	-12.9779		-11.4998		4.6831e-002
 857		8.4415e+001	-12.8923		-11.4873		4.6565e-002
