»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Version:			4.6.11
»»»  Vision Version:		4.6.5 (R)
»»»  Vision Compiled:		7 December 2011
»»»  Driver Version:		4.6.17
»»»  Tester Name:		PPM21211-813
»»»  Tester S/N:		PPM21211-813                    
»»»  Internal Amp Type:		No Internal Amp
»»»  Internal Amp S/N:		100000
»»»  Execution Count:		0
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:				1/16/2024 - 11:22:53
Configured:			01/16/24 11:09:13 AM
Executed:			01/16/24 11:22:25 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:			
Lot Name:			
Wafer Name:			
Die Row/Column:			0/0
Capacitor Number:		0
Sample Area (cm2):		1.03e+000
Sample Thickness (µm):		1.15e+003

Mux Loop Adjustment:		Disabled

Amplifier:			High Voltage (HVA)
HVI Channel/Port:		1/1
Drive Gain Factor:			1000.00r
Drive Voltage Limit:			4000.00r

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:			PPM21211-813
Tester Serial Number:		PPM21211-813                    
Return Signal Amp. Level:	0.00019

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:			Hyst-2
Volts:				2300.00
Field:				20.00 (kV/cm)
Hysteresis Period (ms):		1.00e+002
Preset:				Enabled
Preset Delay (ms):		1.00e+002
Profile:			Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:				1017

Valid Data

Point		Time (ms)	Field (kV/cm)	Measured Polarization
 484		4.7674e+001	2.2211		7.7281
 485		4.7773e+001	2.1409		7.6510
 486		4.7871e+001	2.0646		7.5673
 487		4.7969e+001	1.9969		7.4809
 488		4.8068e+001	1.9193		7.4015
 489		4.8166e+001	1.8470		7.3150
 490		4.8265e+001	1.7455		7.2208
 491		4.8364e+001	1.6765		7.1320
 492		4.8462e+001	1.5929		7.0369
 493		4.8560e+001	1.5246		6.9411
 494		4.8659e+001	1.4443		6.8355
 495		4.8758e+001	1.3494		6.7326
 496		4.8856e+001	1.2831		6.6200
 497		4.8955e+001	1.2108		6.5101
 498		4.9053e+001	1.1146		6.3939
 499		4.9151e+001	1.0495		6.2754
 500		4.9250e+001	0.9706		6.1541
 501		4.9349e+001	0.8963		6.0219
 502		4.9447e+001	0.8167		5.8909
 503		4.9545e+001	0.7377		5.7521
 504		4.9644e+001	0.6462		5.6085
 505		4.9743e+001	0.5699		5.4532
 506		4.9841e+001	0.4949		5.2956
 507		4.9940e+001	0.4213		5.1380
 508		5.0038e+001	0.3403		4.9635
 509		5.0136e+001	0.2488		4.7856
 510		5.0235e+001	0.1798		4.5943
 511		5.0334e+001	0.1081		4.4030
 512		5.0432e+001	0.0212		4.1961
 513		5.0531e+001	-0.0318		3.9732
 514		5.0629e+001	-0.1320		3.7451
 515		5.0727e+001	-0.1924		3.5011
 516		5.0826e+001	-0.2926		3.2406
 517		5.0925e+001	-0.3622		2.9722
 518		5.1023e+001	-0.4312		2.6805
 519		5.1121e+001	-0.5128		2.3699
 520		5.1220e+001	-0.6070		2.0437
 521		5.1319e+001	-0.6714		1.6991
 522		5.1417e+001	-0.7596		1.3447
 523		5.1516e+001	-0.8313		0.9833
 524		5.1614e+001	-0.9208		0.6055
 525		5.1712e+001	-0.9865		0.2362
 526		5.1811e+001	-1.0694		-0.1314
 527		5.1910e+001	-1.1577		-0.4838
 528		5.2008e+001	-1.2313		-0.8143
 529		5.2106e+001	-1.3023		-1.1378
 530		5.2205e+001	-1.3885		-1.4359
 531		5.2304e+001	-1.4721		-1.7214
 532		5.2402e+001	-1.5491		-1.9901
 533		5.2501e+001	-1.6201		-2.2361
 534		5.2599e+001	-1.6911		-2.4841
 535		5.2697e+001	-1.7747		-2.7086
 536		5.2796e+001	-1.8616		-2.9292
 537		5.2895e+001	-1.9345		-3.1354
 538		5.2993e+001	-2.0208		-3.3399
 539		5.3092e+001	-2.0978		-3.5237
 540		5.3190e+001	-2.1714		-3.7060
 541		5.3288e+001	-2.2590		-3.8809
 542		5.3387e+001	-2.3339		-4.0514
 543		5.3486e+001	-2.4003		-4.2094
 544		5.3584e+001	-2.4746		-4.3635
 545		5.3682e+001	-2.5343		-4.5110
 546		5.3781e+001	-2.6398		-4.6616
 547		5.3880e+001	-2.7154		-4.7985
 548		5.3978e+001	-2.8010		-4.9307
 549		5.4077e+001	-2.8746		-5.0586
 550		5.4175e+001	-2.9629		-5.1786
 551		5.4273e+001	-3.0259		-5.3011
 552		5.4372e+001	-3.1121		-5.4180
 553		5.4471e+001	-3.1904		-5.5287
 554		5.4569e+001	-3.2481		-5.6406
 555		5.4667e+001	-3.3403		-5.7509
 556		5.4766e+001	-3.4299		-5.8491
 557		5.4865e+001	-3.5016		-5.9476
 558		5.4963e+001	-3.5825		-6.0478
 559		5.5062e+001	-3.6687		-6.1479
 560		5.5160e+001	-3.7510		-6.2382
 561		5.5258e+001	-3.8147		-6.3274
 562		5.5357e+001	-3.9016		-6.4096
 563		5.5456e+001	-3.9514		-6.4964
 564		5.5554e+001	-4.0489		-6.5781
 565		5.5653e+001	-4.1199		-6.6587
 566		5.5751e+001	-4.2260		-6.7393
 567		5.5849e+001	-4.2910		-6.8159
 568		5.5948e+001	-4.3733		-6.8934
 569		5.6047e+001	-4.4423		-6.9669
 570		5.6145e+001	-4.5272		-7.0342
 571		5.6243e+001	-4.5916		-7.1046
 572		5.6342e+001	-4.6732		-7.1750
 573		5.6441e+001	-4.7501		-7.2478
 574		5.6539e+001	-4.8377		-7.3131
 575		5.6638e+001	-4.9200		-7.3800
 576		5.6736e+001	-4.9883		-7.4429
 577		5.6834e+001	-5.0692		-7.5055
 578		5.6933e+001	-5.1449		-7.5634
 579		5.7032e+001	-5.2238		-7.6256
 580		5.7130e+001	-5.3087		-7.6843
 581		5.7228e+001	-5.3844		-7.7472
 582		5.7327e+001	-5.4666		-7.8020
 583		5.7426e+001	-5.5383		-7.8630
 584		5.7524e+001	-5.6345		-7.9143
 585		5.7623e+001	-5.7068		-7.9678
 586		5.7721e+001	-5.7897		-8.0199
 587		5.7819e+001	-5.8594		-8.0801
 588		5.7918e+001	-5.9377		-8.1309
 589		5.8017e+001	-6.0325		-8.1779
 590		5.8115e+001	-6.0909		-8.2236
 591		5.8214e+001	-6.1778		-8.2745
 592		5.8312e+001	-6.2714		-8.3203
 593		5.8410e+001	-6.3404		-8.3770
 594		5.8509e+001	-6.4153		-8.4188
 595		5.8608e+001	-6.4890		-8.4669
 596		5.8706e+001	-6.5785		-8.5076
 597		5.8804e+001	-6.6402		-8.5534
 598		5.8903e+001	-6.7258		-8.5913
 599		5.9002e+001	-6.7988		-8.6410
 600		5.9100e+001	-6.8837		-8.6852
 601		5.9199e+001	-6.9726		-8.7263
 602		5.9297e+001	-7.0462		-8.7705
 603		5.9395e+001	-7.1172		-8.8111
 604		5.9494e+001	-7.1988		-8.8487
 605		5.9593e+001	-7.2745		-8.8894
 606		5.9691e+001	-7.3534		-8.9308
 607		5.9789e+001	-7.4383		-8.9664
 608		5.9888e+001	-7.5226		-9.0094
 609		5.9986e+001	-7.5976		-9.0446
 610		6.0085e+001	-7.6752		-9.0841
 611		6.0184e+001	-7.7548		-9.1213
 612		6.0282e+001	-7.8271		-9.1581
 613		6.0380e+001	-7.9087		-9.1976
 614		6.0479e+001	-7.9803		-9.2257
 615		6.0578e+001	-8.0221		-9.2672
 616		6.0676e+001	-8.1489		-9.2981
 617		6.0775e+001	-8.2185		-9.3364
 618		6.0873e+001	-8.2975		-9.3681
 619		6.0971e+001	-8.3757		-9.4014
 620		6.1070e+001	-8.4593		-9.4311
 621		6.1169e+001	-8.5317		-9.4679
 622		6.1267e+001	-8.6113		-9.4984
 623		6.1365e+001	-8.6895		-9.5308
 624		6.1464e+001	-8.7784		-9.5598
 625		6.1563e+001	-8.8335		-9.5934
 626		6.1661e+001	-8.9237		-9.6313
 627		6.1760e+001	-9.0007		-9.6615
 628		6.1858e+001	-9.0816		-9.6810
 629		6.1956e+001	-9.1533		-9.7217
 630		6.2055e+001	-9.2389		-9.7518
 631		6.2154e+001	-9.3072		-9.7819
 632		6.2252e+001	-9.3888		-9.8062
 633		6.2350e+001	-9.4777		-9.8398
 634		6.2449e+001	-9.5540		-9.8680
 635		6.2547e+001	-9.6263		-9.8961
 636		6.2646e+001	-9.7119		-9.9270
 637		6.2745e+001	-9.7908		-9.9509
 638		6.2843e+001	-9.8718		-9.9818
 639		6.2941e+001	-9.9507		-10.0025
 640		6.3040e+001	-10.0224		-10.0315
 641		6.3139e+001	-10.0821		-10.0620
 642		6.3237e+001	-10.1849		-10.0858
 643		6.3336e+001	-10.2672		-10.1167
 644		6.3434e+001	-10.3382		-10.1406
 645		6.3532e+001	-10.4271		-10.1715
 646		6.3631e+001	-10.4914		-10.1915
 647		6.3730e+001	-10.5724		-10.2220
 648		6.3828e+001	-10.6493		-10.2458
 649		6.3926e+001	-10.7170		-10.2673
 650		6.4025e+001	-10.8245		-10.2971
 651		6.4124e+001	-10.8875		-10.3209
 652		6.4222e+001	-10.9658		-10.3448
 653		6.4320e+001	-11.0381		-10.3639
 654		6.4419e+001	-11.1243		-10.3937
 655		6.4517e+001	-11.1986		-10.4144
 656		6.4616e+001	-11.2822		-10.4418
 657		6.4715e+001	-11.3426		-10.4653
 658		6.4813e+001	-11.4315		-10.4903
 659		6.4912e+001	-11.4892		-10.5122
 660		6.5010e+001	-11.5940		-10.5353
 661		6.5109e+001	-11.6690		-10.5529
 662		6.5207e+001	-11.7446		-10.5752
 663		6.5305e+001	-11.8256		-10.5998
 664		6.5404e+001	-11.8992		-10.6241
 665		6.5502e+001	-11.9728		-10.6467
 666		6.5601e+001	-12.0591		-10.6694
 667		6.5700e+001	-12.1281		-10.6905
 668		6.5798e+001	-12.2150		-10.7070
 669		6.5897e+001	-12.2919		-10.7301
 670		6.5995e+001	-12.3716		-10.7535
 671		6.6094e+001	-12.4432		-10.7750
 672		6.6192e+001	-12.5334		-10.7969
 673		6.6290e+001	-12.5945		-10.8188
 674		6.6389e+001	-12.6767		-10.8396
 675		6.6487e+001	-12.7471		-10.8576
 676		6.6586e+001	-12.8333		-10.8799
 677		6.6685e+001	-12.9215		-10.8955
 678		6.6783e+001	-13.0138		-10.9186
 679		6.6882e+001	-13.0748		-10.9405
 680		6.6980e+001	-13.1478		-10.9518
 681		6.7079e+001	-13.2181		-10.9784
 682		6.7177e+001	-13.2997		-11.0003
 683		6.7275e+001	-13.3753		-11.0117
 684		6.7374e+001	-13.4742		-11.0347
 685		6.7472e+001	-13.5385		-11.0566
 686		6.7571e+001	-13.6361		-11.0778
 687		6.7669e+001	-13.7090		-11.0950
 688		6.7768e+001	-13.7860		-11.1145
 689		6.7867e+001	-13.8629		-11.1349
 690		6.7965e+001	-13.9339		-11.1458
 691		6.8064e+001	-14.0242		-11.1650
 692		6.8162e+001	-14.1031		-11.1865
 693		6.8260e+001	-14.1675		-11.2049
 694		6.8359e+001	-14.2637		-11.2225
 695		6.8457e+001	-14.3253		-11.2397
 696		6.8556e+001	-14.4036		-11.2585
 697		6.8654e+001	-14.4633		-11.2745
 698		6.8753e+001	-14.5609		-11.2921
 699		6.8852e+001	-14.6292		-11.3144
 700		6.8950e+001	-14.7254		-11.3281
 701		6.9049e+001	-14.7990		-11.3430
 702		6.9147e+001	-14.8846		-11.3598
 703		6.9246e+001	-14.9642		-11.3770
 704		6.9344e+001	-15.0346		-11.3962
 705		6.9442e+001	-15.1002		-11.4110
 706		6.9541e+001	-15.1938		-11.4286
 707		6.9639e+001	-15.2747		-11.4470
 708		6.9738e+001	-15.3497		-11.4701
 709		6.9837e+001	-15.4313		-11.4779
 710		6.9935e+001	-15.5182		-11.4990
 711		7.0034e+001	-15.5845		-11.5139
 712		7.0132e+001	-15.6595		-11.5280
 713		7.0231e+001	-15.7384		-11.5436
 714		7.0329e+001	-15.8141		-11.5604
 715		7.0427e+001	-15.8944		-11.5737
 716		7.0526e+001	-15.9852		-11.5968
 717		7.0624e+001	-16.0536		-11.6105
 718		7.0723e+001	-16.1518		-11.6222
 719		7.0822e+001	-16.2201		-11.6430
 720		7.0920e+001	-16.2957		-11.6578
 721		7.1019e+001	-16.3733		-11.6688
 722		7.1117e+001	-16.4583		-11.6903
 723		7.1216e+001	-16.5047		-11.7032
 724		7.1314e+001	-16.6215		-11.7149
 725		7.1412e+001	-16.6865		-11.7388
 726		7.1511e+001	-16.7893		-11.7462
 727		7.1609e+001	-16.8530		-11.7666
 728		7.1708e+001	-16.9220		-11.7783
 729		7.1807e+001	-17.0036		-11.7959
 730		7.1905e+001	-17.0912		-11.8112
 731		7.2004e+001	-17.1801		-11.8213
 732		7.2102e+001	-17.2331		-11.8381
 733		7.2201e+001	-17.3134		-11.8518
 734		7.2299e+001	-17.4103		-11.8683
 735		7.2397e+001	-17.4892		-11.8819
 736		7.2496e+001	-17.5615		-11.8956
 737		7.2594e+001	-17.6252		-11.9179
 738		7.2693e+001	-17.7101		-11.9230
 739		7.2791e+001	-17.7924		-11.9387
 740		7.2890e+001	-17.8581		-11.9555
 741		7.2989e+001	-17.9423		-11.9676
 742		7.3087e+001	-18.0346		-11.9754
 743		7.3186e+001	-18.1016		-11.9954
 744		7.3284e+001	-18.1805		-12.0102
 745		7.3382e+001	-18.2668		-12.0220
 746		7.3481e+001	-18.3351		-12.0345
 747		7.3579e+001	-18.4154		-12.0478
 748		7.3678e+001	-18.5076		-12.0619
 749		7.3776e+001	-18.5713		-12.0783
 750		7.3875e+001	-18.6588		-12.0893
 751		7.3974e+001	-18.7285		-12.1061
 752		7.4072e+001	-18.8181		-12.1151
 753		7.4171e+001	-18.8950		-12.1295
 754		7.4269e+001	-18.9740		-12.1424
 755		7.4368e+001	-19.0390		-12.1538
 756		7.4466e+001	-19.1093		-12.1710
 757		7.4564e+001	-19.2035		-12.1800
 758		7.4663e+001	-19.2818		-12.1988
 759		7.4761e+001	-19.3535		-12.2101
 760		7.4860e+001	-19.4404		-12.2242
 761		7.4959e+001	-19.5034		-12.2301
 762		7.5057e+001	-19.5976		-12.2441
 763		7.5156e+001	-19.6779		-12.2602
 764		7.5254e+001	-19.6885		-12.2700
 765		7.5353e+001	-19.7197		-12.2727
 766		7.5451e+001	-19.7144		-12.2754
 767		7.5549e+001	-19.7024		-12.2782
 768		7.5648e+001	-19.6679		-12.2829
 769		7.5746e+001	-19.5996		-12.2833
 770		7.5845e+001	-19.5724		-12.2801
 771		7.5944e+001	-19.5240		-12.2805
 772		7.6042e+001	-19.4808		-12.2758
 773		7.6141e+001	-19.4118		-12.2692
 774		7.6239e+001	-19.3435		-12.2700
 775		7.6338e+001	-19.2719		-12.2649
 776		7.6436e+001	-19.2141		-12.2590
 777		7.6534e+001	-19.1385		-12.2516
 778		7.6633e+001	-19.0695		-12.2563
 779		7.6731e+001	-18.9786		-12.2453
 780		7.6830e+001	-18.9063		-12.2445
 781		7.6929e+001	-18.8400		-12.2355
 782		7.7027e+001	-18.7603		-12.2254
 783		7.7126e+001	-18.6980		-12.2250
 784		7.7224e+001	-18.6124		-12.2222
 785		7.7323e+001	-18.5308		-12.2121
 786		7.7421e+001	-18.4598		-12.2062
 787		7.7519e+001	-18.3928		-12.2007
 788		7.7618e+001	-18.3225		-12.1956
 789		7.7716e+001	-18.2303		-12.1855
 790		7.7815e+001	-18.1527		-12.1823
 791		7.7913e+001	-18.0797		-12.1730
 792		7.8012e+001	-18.0040		-12.1659
 793		7.8111e+001	-17.9145		-12.1643
 794		7.8209e+001	-17.8408		-12.1491
 795		7.8308e+001	-17.7360		-12.1436
 796		7.8406e+001	-17.6796		-12.1358
 797		7.8504e+001	-17.6120		-12.1288
 798		7.8603e+001	-17.5317		-12.1237
 799		7.8701e+001	-17.4567		-12.1166
 800		7.8800e+001	-17.3758		-12.1096
 801		7.8898e+001	-17.2749		-12.0971
 802		7.8997e+001	-17.2192		-12.0893
 803		7.9096e+001	-17.1343		-12.0842
 804		7.9194e+001	-17.0540		-12.0724
 805		7.9293e+001	-16.9923		-12.0673
 806		7.9391e+001	-16.9074		-12.0576
 807		7.9490e+001	-16.8285		-12.0509
 808		7.9588e+001	-16.7462		-12.0376
 809		7.9686e+001	-16.6606		-12.0286
 810		7.9785e+001	-16.5856		-12.0228
 811		7.9883e+001	-16.4987		-12.0173
 812		7.9982e+001	-16.4304		-12.0048
 813		8.0081e+001	-16.3375		-11.9985
 814		8.0179e+001	-16.2752		-11.9919
 815		8.0278e+001	-16.1750		-11.9833
 816		8.0376e+001	-16.1040		-11.9723
 817		8.0475e+001	-16.0098		-11.9649
 818		8.0573e+001	-15.9521		-11.9555
 819		8.0671e+001	-15.8658		-11.9437
 820		8.0770e+001	-15.7975		-11.9348
 821		8.0868e+001	-15.7106		-11.9234
 822		8.0967e+001	-15.6356		-11.9125
 823		8.1066e+001	-15.5567		-11.9062
 824		8.1164e+001	-15.4737		-11.8964
 825		8.1263e+001	-15.3901		-11.8859
 826		8.1361e+001	-15.3198		-11.8784
 827		8.1460e+001	-15.2409		-11.8667
 828		8.1558e+001	-15.1659		-11.8600
 829		8.1656e+001	-15.0896		-11.8507
 830		8.1755e+001	-15.0120		-11.8370
 831		8.1853e+001	-14.9251		-11.8288
 832		8.1952e+001	-14.8521		-11.8198
 833		8.2051e+001	-14.7499		-11.8100
 834		8.2149e+001	-14.6703		-11.7959
 835		8.2248e+001	-14.6119		-11.7916
 836		8.2346e+001	-14.5483		-11.7799
 837		8.2445e+001	-14.4560		-11.7693
 838		8.2543e+001	-14.3738		-11.7591
 839		8.2641e+001	-14.2968		-11.7478
 840		8.2740e+001	-14.2311		-11.7357
 841		8.2838e+001	-14.1409		-11.7255
 842		8.2937e+001	-14.0587		-11.7149
 843		8.3035e+001	-13.9824		-11.7079
 844		8.3134e+001	-13.9027		-11.6938
 845		8.3233e+001	-13.8364		-11.6801
 846		8.3331e+001	-13.7449		-11.6680
 847		8.3430e+001	-13.6851		-11.6570
 848		8.3528e+001	-13.5876		-11.6500
 849		8.3626e+001	-13.5027		-11.6383
 850		8.3725e+001	-13.4397		-11.6265
 851		8.3823e+001	-13.3621		-11.6132
 852		8.3922e+001	-13.2778		-11.5995
 853		8.4020e+001	-13.2022		-11.5980
 854		8.4119e+001	-13.1272		-11.5862
 855		8.4218e+001	-13.0549		-11.5745
 856		8.4316e+001	-12.9773		-11.5538
 857		8.4415e+001	-12.8811		-11.5507
 858		8.4513e+001	-12.8127		-11.5338
 859		8.4612e+001	-12.7398		-11.5194
 860		8.4710e+001	-12.6535		-11.5096
 861		8.4808e+001	-12.5759		-11.4955
 862		8.4907e+001	-12.4969		-11.4818
 863		8.5005e+001	-12.4233		-11.4685
 864		8.5104e+001	-12.3278		-11.4607
 865		8.5203e+001	-12.2336		-11.4454
 866		8.5301e+001	-12.1812		-11.4329
 867		8.5400e+001	-12.1029		-11.4212
 868		8.5498e+001	-12.0259		-11.4079
 869		8.5597e+001	-11.9490		-11.3985
 870		8.5695e+001	-11.8700		-11.3801
 871		8.5793e+001	-11.7864		-11.3699
 872		8.5892e+001	-11.6995		-11.3547
 873		8.5990e+001	-11.6285		-11.3394
 874		8.6089e+001	-11.5555		-11.3273
 875		8.6188e+001	-11.4753		-11.3136
 876		8.6286e+001	-11.4016		-11.3038
 877		8.6385e+001	-11.3081		-11.2882
 878		8.6483e+001	-11.2344		-11.2714
 879		8.6582e+001	-11.1582		-11.2593
 880		8.6680e+001	-11.0991		-11.2471
 881		8.6778e+001	-10.9923		-11.2319
 882		8.6877e+001	-10.9273		-11.2166
 883		8.6975e+001	-10.8497		-11.2014
 884		8.7074e+001	-10.7813		-11.1873
 885		8.7172e+001	-10.6865		-11.1716
 886		8.7271e+001	-10.6075		-11.1540
 887		8.7370e+001	-10.5425		-11.1419
 888		8.7468e+001	-10.4483		-11.1259
 889		8.7567e+001	-10.3720		-11.1145
 890		8.7665e+001	-10.3003		-11.0954
 891		8.7763e+001	-10.2260		-11.0813
 892		8.7862e+001	-10.1352		-11.0625
 893		8.7960e+001	-10.0542		-11.0516
 894		8.8059e+001	-9.9865		-11.0355
 895		8.8157e+001	-9.8963		-11.0156
 896		8.8256e+001	-9.8326		-11.0038
 897		8.8355e+001	-9.7398		-10.9839
 898		8.8453e+001	-9.6781		-10.9640
 899		8.8552e+001	-9.5872		-10.9526
 900		8.8650e+001	-9.5089		-10.9276
 901		8.8749e+001	-9.4339		-10.9221
 902		8.8847e+001	-9.3510		-10.8947
 903		8.8945e+001	-9.2727		-10.8830
 904		8.9044e+001	-9.1997		-10.8666
 905		8.9142e+001	-9.1254		-10.8505
 906		8.9241e+001	-9.0392		-10.8243
 907		8.9340e+001	-8.9503		-10.8098
 908		8.9438e+001	-8.8899		-10.7958
 909		8.9537e+001	-8.8116		-10.7719
 910		8.9635e+001	-8.7240		-10.7527
 911		8.9734e+001	-8.6524		-10.7371
 912		8.9832e+001	-8.5721		-10.7164
 913		8.9930e+001	-8.4958		-10.7003
 914		9.0029e+001	-8.4109		-10.6769
 915		9.0127e+001	-8.3306		-10.6589
 916		9.0226e+001	-8.2696		-10.6424
 917		9.0325e+001	-8.1761		-10.6201
 918		9.0423e+001	-8.1051		-10.5975
 919		9.0522e+001	-8.0182		-10.5783
 920		9.0620e+001	-7.9425		-10.5591
 921		9.0719e+001	-7.8576		-10.5411
 922		9.0817e+001	-7.7800		-10.5138
 923		9.0915e+001	-7.6937		-10.4997
 924		9.1014e+001	-7.6294		-10.4735
 925		9.1112e+001	-7.5359		-10.4516
 926		9.1211e+001	-7.4761		-10.4297
 927		9.1310e+001	-7.3952		-10.4027
 928		9.1408e+001	-7.3163		-10.3808
 929		9.1507e+001	-7.2240		-10.3604
 930		9.1605e+001	-7.1484		-10.3350
 931		9.1704e+001	-7.0688		-10.3092
 932		9.1802e+001	-6.9932		-10.2928
 933		9.1900e+001	-6.9155		-10.2669
 934		9.1999e+001	-6.8512		-10.2396
 935		9.2097e+001	-6.7669		-10.2153
 936		9.2196e+001	-6.6946		-10.1848
 937		9.2294e+001	-6.5971		-10.1668
 938		9.2393e+001	-6.5274		-10.1351
 939		9.2492e+001	-6.4498		-10.1113
 940		9.2590e+001	-6.3742		-10.0835
 941		9.2689e+001	-6.2899		-10.0538
 942		9.2787e+001	-6.2170		-10.0260
 943		9.2885e+001	-6.1314		-10.0029
 944		9.2984e+001	-6.0650		-9.9755
 945		9.3082e+001	-5.9768		-9.9450
 946		9.3181e+001	-5.8939		-9.9110
 947		9.3279e+001	-5.8209		-9.8883
 948		9.3378e+001	-5.7320		-9.8527
 949		9.3477e+001	-5.6544		-9.8214
 950		9.3575e+001	-5.5807		-9.7831
 951		9.3674e+001	-5.5005		-9.7557
 952		9.3772e+001	-5.4202		-9.7272
 953		9.3871e+001	-5.3353		-9.6924
 954		9.3969e+001	-5.2450		-9.6607
 955		9.4067e+001	-5.1601		-9.6243
 956		9.4166e+001	-5.0998		-9.5895
 957		9.4264e+001	-5.0162		-9.5535
 958		9.4363e+001	-4.9405		-9.5175
 959		9.4462e+001	-4.8689		-9.4831
 960		9.4560e+001	-4.7886		-9.4456
 961		9.4659e+001	-4.6984		-9.4139
 962		9.4757e+001	-4.6181		-9.3705
 963		9.4856e+001	-4.5471		-9.3306
 964		9.4954e+001	-4.4662		-9.2954
 965		9.5052e+001	-4.3919		-9.2527
 966		9.5151e+001	-4.3262		-9.2132
 967		9.5249e+001	-4.2446		-9.1714
 968		9.5348e+001	-4.1570		-9.1295
 969		9.5447e+001	-4.0681		-9.0806
 970		9.5545e+001	-4.0031		-9.0333
 971		9.5644e+001	-3.9202		-8.9958
 972		9.5742e+001	-3.8479		-8.9453
 973		9.5841e+001	-3.7729		-8.9011
 974		9.5939e+001	-3.6886		-8.8499
 975		9.6037e+001	-3.6130		-8.7955
 976		9.6136e+001	-3.5308		-8.7435
 977		9.6234e+001	-3.4438		-8.6997
 978		9.6333e+001	-3.3755		-8.6383
 979		9.6432e+001	-3.3012		-8.5898
 980		9.6530e+001	-3.2236		-8.5358
 981		9.6629e+001	-3.1420		-8.4755
 982		9.6727e+001	-3.0737		-8.4223
 983		9.6826e+001	-2.9775		-8.3660
 984		9.6924e+001	-2.9051		-8.2999
 985		9.7022e+001	-2.8288		-8.2397
 986		9.7121e+001	-2.7399		-8.1720
 987		9.7219e+001	-2.6663		-8.1075
 988		9.7318e+001	-2.5907		-8.0426
 989		9.7416e+001	-2.5164		-7.9694
 990		9.7515e+001	-2.4308		-7.9049
 991		9.7614e+001	-2.3439		-7.8278
 992		9.7712e+001	-2.2590		-7.7578
 993		9.7811e+001	-2.1886		-7.6792
 994		9.7909e+001	-2.1263		-7.6029
 995		9.8007e+001	-2.0420		-7.5196
 996		9.8106e+001	-1.9644		-7.4375
 997		9.8204e+001	-1.8795		-7.3549
 998		9.8303e+001	-1.7853		-7.2618
 999		9.8401e+001	-1.7223		-7.1774
1000		9.8500e+001	-1.6486		-7.0764
1001		9.8599e+001	-1.5650		-6.9810
1002		9.8697e+001	-1.4987		-6.8801
1003		9.8796e+001	-1.4051		-6.7800
1004		9.8894e+001	-1.3388		-6.6732
1005		9.8993e+001	-1.2439		-6.5644
1006		9.9091e+001	-1.1802		-6.4510
1007		9.9189e+001	-1.0887		-6.3337
1008		9.9288e+001	-1.0243		-6.2120
1009		9.9386e+001	-0.9381		-6.0904
1010		9.9485e+001	-0.8571		-5.9562
1011		9.9584e+001	-0.7755		-5.8232
1012		9.9682e+001	-0.7072		-5.6801
1013		9.9781e+001	-0.6276		-5.5365
1014		9.9879e+001	-0.5493		-5.3871
1015		9.9978e+001	-0.4624		-5.2275
1016		1.0008e+002	-0.4054		-5.0660
1017		1.0017e+002	-0.3138		-4.8943

PMax (µC/cm2):		1.23e+001
Pr (µC/cm2):		4.11e+000
-Pr (µC/cm2):		-4.89e+000
Vc:			1.45e+002
-Vc:			-1.20e+002
C (Max-Eff) (nF):	5.48e+000
Vert. Eccentricity (µC/cm2):	-3.94e-001

Horiz. Eccentricity (Volts):	1.29e+001

Offset (µC/cm2):	3.31e+000



Hysteresis Version: 4.6.11 - Radiant Technologies, Inc., 1999 - 12/12/11

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Version:			4.6.11
»»»  Vision Version:		4.6.5 (R)
»»»  Vision Compiled:		7 December 2011
»»»  Driver Version:		4.6.17
»»»  Tester Name:		PPM21211-813
»»»  Tester S/N:		PPM21211-813                    
»»»  Internal Amp Type:		No Internal Amp
»»»  Internal Amp S/N:		100000
»»»  Execution Count:		0
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:				1/16/2024 - 11:59:8
Configured:			01/16/24 11:09:13 AM
Executed:			01/16/24 11:58:30 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:			
Lot Name:			
Wafer Name:			
Die Row/Column:			0/0
Capacitor Number:		0
Sample Area (cm2):		1.03e+000
Sample Thickness (µm):		1.15e+003

Mux Loop Adjustment:		Disabled

Amplifier:			High Voltage (HVA)
HVI Channel/Port:		1/1
Drive Gain Factor:			1000.00r
Drive Voltage Limit:			4000.00r

