»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Version:			4.6.11
»»»  Vision Version:		4.6.5 (R)
»»»  Vision Compiled:		7 December 2011
»»»  Driver Version:		4.6.17
»»»  Tester Name:		PPM21211-813
»»»  Tester S/N:		PPM21211-813                    
»»»  Internal Amp Type:		No Internal Amp
»»»  Internal Amp S/N:		100000
»»»  Execution Count:		0
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:				5/16/2024 - 12:16:13
Configured:			05/16/24 12:00:07 PM
Executed:			05/16/24 12:15:49 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:			
Lot Name:			
Wafer Name:			
Die Row/Column:			0/0
Capacitor Number:		0
Sample Area (cm2):		1.01e+000
Sample Thickness (µm):		1.11e+003

Mux Loop Adjustment:		Disabled

Amplifier:			High Voltage (HVA)
HVI Channel/Port:		1/1
Drive Gain Factor:			1000.00r
Drive Voltage Limit:			4000.00r

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:			PPM21211-813
Tester Serial Number:		PPM21211-813                    
Return Signal Amp. Level:	0.00019

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:			Hyst-2
Volts:				2220.00
Field:				20.00 (kV/cm)
Hysteresis Period (ms):		1.00e+002
Preset:				Enabled
Preset Delay (ms):		1.00e+002
Profile:			Standard Bipolar

Sensor Offset:			0.00  
Sensor Scale:			-0.05 
Sensor Impedance (Ohms):	50
Sensor Label:			%

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:				1017

Valid Data

Point		Time (ms)	Field (kV/cm)	Measured Polarization	Sensor
   1		9.8500e-002	-0.0137		-1.7344		2.2767e-003
   2		1.9700e-001	0.0048		-1.7380		2.2916e-003
   3		2.9550e-001	0.0378		-1.7336		2.3066e-003
   4		3.9400e-001	0.0639		-1.7309		2.2318e-003
   5		4.9250e-001	0.1285		-1.7328		2.2842e-003
   6		5.9100e-001	0.1863		-1.7241		2.3066e-003
   7		6.8950e-001	0.2488		-1.7205		2.3328e-003
   8		7.8800e-001	0.3045		-1.7173		2.2767e-003
   9		8.8650e-001	0.3842		-1.7081		2.3178e-003
  10		9.8500e-001	0.4399		-1.7041		2.2281e-003
  11		1.0835e+000	0.5038		-1.6938		2.2318e-003
  12		1.1820e+000	0.5760		-1.6858		2.3664e-003
  13		1.2805e+000	0.6674		-1.6682		2.2094e-003
  14		1.3790e+000	0.7258		-1.6483		2.2767e-003
  15		1.4775e+000	0.8104		-1.6247		2.3178e-003
  16		1.5760e+000	0.8736		-1.6024		2.3402e-003
  17		1.6745e+000	0.9630		-1.5753		2.2617e-003
  18		1.7730e+000	1.0406		-1.5262		2.1683e-003
  19		1.8715e+000	1.1100		-1.4707		2.1683e-003
  20		1.9700e+000	1.1836		-1.4161		2.2468e-003
  21		2.0685e+000	1.2599		-1.3499		2.2131e-003
  22		2.1670e+000	1.3465		-1.2788		2.2206e-003
  23		2.2655e+000	1.4242		-1.1998		2.1384e-003
  24		2.3640e+000	1.4846		-1.1025		2.1085e-003
  25		2.4625e+000	1.5822		-1.0048		2.1533e-003
  26		2.5610e+000	1.6489		-0.8954		2.1496e-003
  27		2.6595e+000	1.7286		-0.7730		2.1384e-003
  28		2.7580e+000	1.8036		-0.6309		2.1272e-003
  29		2.8565e+000	1.8929		-0.4554		2.1159e-003
  30		2.9550e+000	1.9630		-0.2452		2.1608e-003
  31		3.0535e+000	2.0297		0.0225		2.0262e-003
  32		3.1520e+000	2.1026		0.3724		2.0374e-003
  33		3.2505e+000	2.2153		0.7498		2.0935e-003
  34		3.3490e+000	2.2984		1.0981		2.1309e-003
  35		3.4475e+000	2.3658		1.3838		2.3141e-003
  36		3.5460e+000	2.4318		1.6343		2.1421e-003
  37		3.6445e+000	2.5204		1.8569		2.1458e-003
  38		3.7430e+000	2.5940		2.0680		2.3215e-003
  39		3.8415e+000	2.6627		2.2595		2.2169e-003
  40		3.9400e+000	2.7514		2.4398		2.4711e-003
  41		4.0385e+000	2.8311		2.6225		2.4075e-003
  42		4.1370e+000	2.9047		2.7905		2.4973e-003
  43		4.2355e+000	2.9892		2.9461		2.5795e-003
  44		4.3340e+000	3.0689		3.1005		2.7029e-003
  45		4.4325e+000	3.1555		3.2572		2.6356e-003
  46		4.5310e+000	3.2160		3.3933		2.8561e-003
  47		4.6295e+000	3.2903		3.5321		3.0431e-003
  48		4.7280e+000	3.3796		3.6757		3.1627e-003
  49		4.8265e+000	3.4642		3.8146		3.1664e-003
  50		4.9250e+000	3.5212		3.9411		3.3272e-003
  51		5.0235e+000	3.6099		4.0635		3.4618e-003
  52		5.1220e+000	3.6745		4.1868		3.5851e-003
  53		5.2205e+000	3.7652		4.3081		3.6749e-003
  54		5.3190e+000	3.8374		4.4246		3.8506e-003
  55		5.4175e+000	3.9281		4.5399		4.0263e-003
  56		5.5160e+000	3.9968		4.6468		4.1197e-003
  57		5.6145e+000	4.0773		4.7509		4.1908e-003
  58		5.7130e+000	4.1536		4.8594		4.3627e-003
  59		5.8115e+000	4.2546		4.9556		4.4599e-003
  60		5.9100e+000	4.3302		5.0481		4.6543e-003
  61		6.0085e+000	4.3790		5.1475		4.9459e-003
  62		6.1070e+000	4.4615		5.2424		5.0244e-003
  63		6.2055e+000	4.5467		5.3334		5.1440e-003
  64		6.3040e+000	4.6223		5.4188		5.0992e-003
  65		6.4025e+000	4.7089		5.5125		5.3983e-003
  66		6.5010e+000	4.7866		5.5895		5.6076e-003
  67		6.5995e+000	4.8608		5.6753		5.7534e-003
  68		6.6980e+000	4.9289		5.7575		5.8917e-003
  69		6.7965e+000	5.0127		5.8353		6.0487e-003
  70		6.8950e+000	5.1014		5.9111		6.3927e-003
  71		6.9935e+000	5.1763		5.9857		6.3852e-003
  72		7.0920e+000	5.2560		6.0595		6.5385e-003
  73		7.1905e+000	5.3468		6.1361		6.8039e-003
  74		7.2890e+000	5.4162		6.2039		6.8712e-003
  75		7.3875e+000	5.4897		6.2757		6.9983e-003
  76		7.4860e+000	5.5743		6.3467		7.2450e-003
  77		7.5845e+000	5.6513		6.4130		7.3534e-003
  78		7.6830e+000	5.7392		6.4740		7.5927e-003
  79		7.7815e+000	5.8176		6.5378		7.6824e-003
  80		7.8800e+000	5.8987		6.6025		7.7348e-003
  81		7.9785e+000	5.9750		6.6655		7.9852e-003
  82		8.0770e+000	6.0540		6.7213		8.1796e-003
  83		8.1755e+000	6.1269		6.7832		8.3217e-003
  84		8.2740e+000	6.2004		6.8402		8.4974e-003
  85		8.3725e+000	6.2863		6.8993		8.6843e-003
  86		8.4710e+000	6.3709		6.9571		8.9049e-003
  87		8.5695e+000	6.4513		7.0070		8.8413e-003
  88		8.6680e+000	6.5049		7.0617		9.1553e-003
  89		8.7665e+000	6.6039		7.1099		9.2563e-003
  90		8.8650e+000	6.6740		7.1666		9.4843e-003
  91		8.9635e+000	6.7551		7.2157		9.5965e-003
  92		9.0620e+000	6.8314		7.2647		9.7049e-003
  93		9.1605e+000	6.9084		7.3106		9.8582e-003
  94		9.2590e+000	6.9840		7.3581		9.9965e-003
  95		9.3575e+000	7.0802		7.4052		1.0277e-002
  96		9.4560e+000	7.1366		7.4518		1.0382e-002
  97		9.5545e+000	7.2232		7.5017		1.0456e-002
  98		9.6530e+000	7.2912		7.5456		1.0639e-002
  99		9.7515e+000	7.3854		7.5827		1.0770e-002
 100		9.8500e+000	7.4569		7.6326		1.0980e-002
 101		9.9485e+000	7.5579		7.6709		1.0987e-002
 102		1.0047e+001	7.6232		7.7227		1.1189e-002
 103		1.0146e+001	7.6981		7.7606		1.1395e-002
 104		1.0244e+001	7.7634		7.7969		1.1447e-002
 105		1.0342e+001	7.8466		7.8384		1.1690e-002
 106		1.0441e+001	7.9229		7.8791		1.1843e-002
 107		1.0540e+001	8.0088		7.9190		1.1810e-002
 108		1.0638e+001	8.0927		7.9545		1.2015e-002
 109		1.0736e+001	8.1848		7.9956		1.2251e-002
 110		1.0835e+001	8.2452		8.0335		1.2240e-002
 111		1.0934e+001	8.3215		8.0690		1.2385e-002
 112		1.1032e+001	8.3951		8.1053		1.2595e-002
 113		1.1131e+001	8.4851		8.1392		1.2789e-002
 114		1.1229e+001	8.5504		8.1819		1.2815e-002
 115		1.1328e+001	8.6315		8.2138		1.2924e-002
 116		1.1426e+001	8.7106		8.2442		1.3122e-002
 117		1.1525e+001	8.8027		8.2844		1.3159e-002
 118		1.1623e+001	8.8748		8.3172		1.3331e-002
 119		1.1722e+001	8.9511		8.3511		1.3406e-002
 120		1.1820e+001	9.0261		8.3830		1.3574e-002
 121		1.1919e+001	9.1133		8.4073		1.3694e-002
 122		1.2017e+001	9.1835		8.4448		1.3813e-002
 123		1.2116e+001	9.2591		8.4783		1.3948e-002
 124		1.2214e+001	9.3429		8.5079		1.4071e-002
 125		1.2313e+001	9.4165		8.5350		1.4213e-002
 126		1.2411e+001	9.4886		8.5705		1.4281e-002
 127		1.2509e+001	9.5787		8.6020		1.4434e-002
 128		1.2608e+001	9.6584		8.6319		1.4617e-002
 129		1.2707e+001	9.7306		8.6619		1.4692e-002
 130		1.2805e+001	9.8041		8.6822		1.4733e-002
 131		1.2903e+001	9.8921		8.7157		1.4845e-002
 132		1.3002e+001	9.9732		8.7452		1.5032e-002
 133		1.3101e+001	10.0550		8.7728		1.5114e-002
 134		1.3199e+001	10.1272		8.8055		1.5283e-002
 135		1.3297e+001	10.1980		8.8354		1.5432e-002
 136		1.3396e+001	10.2784		8.8637		1.5507e-002
 137		1.3495e+001	10.3643		8.8889		1.5548e-002
 138		1.3593e+001	10.4475		8.9076		1.5630e-002
 139		1.3692e+001	10.5251		8.9371		1.5776e-002
 140		1.3790e+001	10.6090		8.9655		1.5918e-002
 141		1.3889e+001	10.6860		8.9926		1.5997e-002
 142		1.3987e+001	10.7547		9.0185		1.6176e-002
 143		1.4086e+001	10.8317		9.0401		1.6303e-002
 144		1.4184e+001	10.9093		9.0644		1.6382e-002
 145		1.4283e+001	10.9918		9.0931		1.6288e-002
 146		1.4381e+001	11.0667		9.1191		1.6527e-002
 147		1.4480e+001	11.1293		9.1442		1.6651e-002
 148		1.4578e+001	11.2111		9.1697		1.6718e-002
 149		1.4677e+001	11.3142		9.1933		1.6845e-002
 150		1.4775e+001	11.3829		9.2140		1.6976e-002
 151		1.4874e+001	11.4510		9.2423		1.7051e-002
 152		1.4972e+001	11.5355		9.2579		1.7066e-002
 153		1.5070e+001	11.6200		9.2834		1.7316e-002
 154		1.5169e+001	11.6970		9.2982		1.7361e-002
